,text,author
1340,Read from veteran and former Federal Chief Sustainability Officer Jon Powers on why it's time to #ActOnClimate: https://t.co/ykAO114cl7,Obama
1341,Be covered this winter—check out your options now: https://t.co/On5W1AuV89 #GetCovered https://t.co/KZNnjQaIJE,Obama
1342,"""On this day and every day, we thank you."" —President Obama #VeteransDay https://t.co/nRcBslDrdh",Obama
1343,LIVE: President Obama is honoring veterans at Arlington National Cemetery. https://t.co/IZgdqYxNZ2 #VeteransDay,Obama
1344,ICYMI: The unemployment rate is now at a seven-year low. https://t.co/GV0CqiLHBP,Obama
1345,Make sure to check this off your list: https://t.co/obg1pKy0Bk #GetCovered https://t.co/I17bWv0MDt,Obama
1346,President Obama explains why the #TPP is good for American workers and the middle class: https://t.co/haLcmPkkIg,Obama
1347,"""I'm going to keep on going as long as you'll have me."" —President Obama to @OFA volunteers #OFAFallSummit",Obama
1348,"""I need you to stay involved. I need you to stay active."" —President Obama #OFAFallSummit",Obama
1349,"""I may only hold this office for the next 14 months, but I'm not going anywhere."" —President Obama #OFAFallSummit",Obama
1350,"""When the cynics tell us we can't change this country for the better, we know they're wrong. We've got proof."" —President Obama",Obama
1351,"""We've still got our work cut out for us to fix the broken immigration system."" —President Obama #OFAFallSummit",Obama
1352,"""Your organizing skills are more important than ever.""—President Obama #OFAFallSummit",Obama
1353,"""You know we've got more work to do. You wouldn't be here if you didn't think we have more work to do.""—President Obama #OFAFallSummit",Obama
1354,"""Even as our economy is growing, America's cut our carbon pollution more than any other advanced nation on Earth."" —President Obama",Obama
1355,"""We've covered 17.6 million Americans so far, and in the process the deficit's been cut by two-thirds."" —President Obama #OFAFallSummit",Obama
1356,"""We've seen the longest streak of private-sector job creation on record—that happened because of you."" —President Obama #OFAFallSummit",Obama
1357,"""You figure out what's important in your communities and you organize around it.""—President Obama at the #OFAFallSummit",Obama
1358,"""You be the change you want to come about.""—President Obama #OFAFallSummit",Obama
1359,"""Together, we created a movement for change that couldn't be denied.""—President Obama #OFAFallSummit",Obama
1360,"""It's always good to be with OFA. It's a little bit like coming home.""—President Obama #OFAFallSummit",Obama
1361,LIVE: President Obama is speaking to @OFA volunteers at the #OFAFallSummit. https://t.co/Ao84Izvixv,Obama
1362,"""It was never about yes he can—it was about yes we can."" —@Simas44 #OFAFallSummit",Obama
1363,"""For the first time, more than 90% of Americans are covered."" —President Obama https://t.co/oEk3RYamsm #GetCovered",Obama
1364,"In the weekly address, President Obama discusses why it's so important to #GetCovered: https://t.co/tx19WZPV6u",Obama
1365,Retweet if you support American leadership on climate change. #ActOnClimate https://t.co/nzUDGeuE7v,Obama
1366,The President just rejected #KeystoneXL. Add your name to support strong action on climate change: https://t.co/UQ4n60s4fw #ActOnClimate,Obama
1367,"""If we want to prevent the worst effects of climate change before it's too late, the time to act is now."" —President Obama #ActOnClimate",Obama
1368,"""Shipping crude oil into our country would not increase America's energy security."" —President Obama #KeystoneXL",Obama
1369,"""Today, in 41 states, drivers can find at least one gas station selling gas for less than $2 a gallon."" —President Obama #KeystoneXL",Obama
1370,"""In fact, gas prices have already been falling, steadily."" —President Obama on rejecting the #KeystoneXL",Obama
1371,"""The pipeline would not lower gas prices for American consumers."" —President Obama on rejecting the #KeystoneXL",Obama
1372,"""If Congress is serious about wanting to create jobs, this was not the way to do it."" —President Obama on rejecting the #KeystoneXL",Obama
1373,"""The pipeline would not make a meaningful, long-term contribution to our economy."" —President Obama on rejecting the #KeystoneXL",Obama
1374,BREAKING: President Obama just took another huge step to #ActOnClimate by rejecting the #KeystoneXL pipeline.,Obama
1375,LIVE: President Obama is delivering a statement. https://t.co/BprUPFQ9DJ,Obama
1376,"The economy added 271,000 jobs in October—a record-breaking 68 consecutive months of private-sector job growth.",Obama
1377,"The #TPP eliminates 18,000 taxes that other countries put on American goods. https://t.co/VMPIrGn2Mf #LeadOnTrade",Obama
1378,More American-made exports means more higher-paying jobs at home: https://t.co/FNGnIEzgUx #TPP https://t.co/vIKb91bB02,Obama
1379,"""When we have a level playing field, Americans out-compete anyone in the world."" —President Obama https://t.co/xShwzu6OQF #LeadOnTrade",Obama
1380,"Negotiations on the #TPP are complete, and the full text is now available online. Find out more: https://t.co/A6WiTdMOXp #LeadOnTrade",Obama
1381,More than two dozen states and cities are fighting to #ActOnClimate by defending the Clean Power Plan: https://t.co/0k5rMve0WP,Obama
1382,Finding a plan that fits your needs is easy. Check out your options and #GetCovered: https://t.co/1McmRF5opi https://t.co/xX0cVzJgxb,Obama
1383,A vocal minority could still derail the bipartisan budget deal—don't let that happen. Show your support: https://t.co/ze6XlKvLWa,Obama
1384,"Get an update on issues that matter, from gun violence prevention to health care enrollment: https://t.co/Nyp6KzliFv",Obama
1385,The marketplace is open again—shop around and find a plan that works for you: https://t.co/HeXYqOqu2g #GetCovered https://t.co/g8MCjKtsEj,Obama
1386,Working hard in America shouldn't mean choosing between a paycheck and a sick kid at home. #LeadOnLeave https://t.co/Y4risUgFzH,Obama
1387,LIVE: President Obama is speaking about the re-entry process of formerly incarcerated individuals. https://t.co/2RfSaJJ0hx,Obama
1388,Tune in at 4:20 p.m. ET to watch President Obama speak on rehabilitation and reintegration: https://t.co/X1CmRvumbO #CriminalJusticeReform,Obama
1389,Here's what happened when 35 passionate student organizers came together to learn how to improve their impact: https://t.co/3wRfGGGMQE,Obama
1390,"Under #Obamacare, the uninsured rate in the United States is at the lowest level on record. https://t.co/JclMvADTnN",Obama
1391,Nearly 8 in 10 uninsured Americans may be eligible for financial help. Check out your options: https://t.co/mJtVbt1ba5 #GetReadyGetCovered,Obama
1392,Open enrollment is back: https://t.co/DCGSKXPVzi #GetReadyGetCovered https://t.co/zACudz9e7c,Obama
1393,"Post Halloween checklist:

Coffee: ✓
Brunch: ✓
Health insurance: https://t.co/vD8uoA1Qis
#GetReadyGetCovered",Obama
1394,The health care marketplace is open again. Check out your options now: https://t.co/osU8GUFSIu #GetCovered,Obama
1395,Don't miss your chance to #GetCovered: https://t.co/pOS2uGg8f9 https://t.co/J24jqQZ2qm,Obama
1396,Trick-or-treat? #HappyHalloween https://t.co/0T8yc2vYyk,Obama
1397,Make sure you #GetCovered tomorrow—before you eat too much Halloween candy. https://t.co/h5gKMcxpS4,Obama
1398,"""Every year, we spend $80 billion in taxpayer dollars to keep people incarcerated."" —President Obama https://t.co/uQZOaQtJUM",Obama
1399,"In the weekly address, President Obama calls for meaningful criminal justice reform: https://t.co/uQZOaQtJUM",Obama
1400,Don't miss it. #GetCovered https://t.co/gMIOgP4ukJ,Obama
1401,Watch as President Obama and @FLOTUS welcome children to trick-or-treat at the White House: https://t.co/SXmz119b8h https://t.co/EgX7iptsd3,Obama
1402,Passionate student organizers came together at @OFA's Campus Organizing Summit. Find out more: https://t.co/OZN4MovTxo,Obama
1403,"DYK: Under #Obamacare, millions of young adults are able to remain on their parents' plans until they turn 26. https://t.co/KrkFcb9KsH",Obama
1404,"""I applaud the Democrats and Republicans who came together this morning to pass a responsible, long-term budget agreement."" —President Obama",Obama
1405,Spread the word: There are nearly 10.5 million uninsured Americans who may be eligible to #GetCovered in 2016. https://t.co/2X9XiLsgVR,Obama
1406,Read @ShaunOMB's op-ed on how science and data are helping the U.S. focus on the long-term costs of climate change: https://t.co/324sszQ7BZ,Obama
1407,Big polluters and climate change deniers are standing in the way of progress—fight back: https://t.co/Suca7L4Qer https://t.co/UeLwhEwg4Q,Obama
1408,17.6 million Americans have gained coverage under #Obamacare—that’s a BFD. https://t.co/BrSkDAvLsn,Obama
1409,Don't let climate change deniers have the final say on the Clean Power Plan—show your support: https://t.co/WonJQaG13f #ActOnClimate,Obama
1410,Open enrollment is right around the corner. #GetCovered https://t.co/PmRZg0SywP,Obama
1411,"If you want cleaner air and improved public health, add your name: https://t.co/7ke9LaRf8m #ActOnClimate https://t.co/ZsMTAf46Wz",Obama
1412,America's mayors are calling for Congress to #DoSomething about gun violence. https://t.co/tijFKUT4lI,Obama
1413,Retweet to spread the word. #GetCovered https://t.co/QiV7Qghp6G,Obama
1414,LIVE: President Obama is speaking at the International Association of Chiefs of Police Conference and Exposition. https://t.co/969i88k6al,Obama
1415,"At 3 p.m. ET, watch President Obama address the International Association of Chiefs of Police in Chicago: https://t.co/xI0ioAPPol",Obama
1416,LIVE: President Obama is welcoming the @ussoccer_wnt to celebrate their World Cup victory. https://t.co/BEInPfugzi #SheBelieves,Obama
1417,New federal limits on methane pollution will help make our air cleaner. Show your support: https://t.co/x1MOB932DC #ActOnClimate,Obama
1418,"""We've led by example, generating more clean energy and lowering our carbon emissions."" —President Obama https://t.co/z03D6bfY5M",Obama
1419,This is why the Clean Power Plan matters. #ActOnClimate https://t.co/XrqJz4p7EK,Obama
1420,LIVE: President Obama is hosting a panel at the White House on criminal justice reform. https://t.co/mAtffm9LmG,Obama
1421,Organizers in New Mexico are working to make sure people in their communities have affordable care. Read how: https://t.co/ImbJsmYtE6,Obama
1422,LIVE: President Obama is in West Virginia hosting a community discussion on drug abuse. https://t.co/qmZGAfdf39,Obama
1423,Tune in at 2:20 p.m. ET to watch President Obama host a community forum on drug abuse. https://t.co/LE1r2GrOF1,Obama
1424,A new poll shows that a majority of Americans want common-sense laws on gun sales: https://t.co/0e2OTdy6EV #DoSomething,Obama
1425,Action on climate change can't wait—which is why the Clean Power Plan is so important. https://t.co/pOTxkVudYu,Obama
1426,Eighty-one companies support a global agreement to #ActOnClimate: https://t.co/kPKOq6Iild,Obama
1427,ICYMI: Yesterday marked the official adoption of the #IranDeal: https://t.co/n0gXndpLlt,Obama
1428,Diali came to @OFA to develop her digital content production skills and continue a career in organizing. Read more: http://t.co/A7Hi4BWz6e,Obama
1429,"""The United States is home to 5% of the world’s population, but 25% of the world’s prisoners."" —President Obama http://t.co/TIkMUi58f5",Obama
1430,"In the weekly address, President Obama discusses the steps needed to fix our criminal justice system. http://t.co/TIkMUi58f5",Obama
1431,Retweet if you agree it's time to #ActOnClimate. http://t.co/ku22tRSWal,Obama
1432,Coal mining companies are supporting an international deal to #ActOnClimate: http://t.co/dbGikYvJYF It's time for deniers to get on board.,Obama
1433,"Under the Obama administration, the deficit is down nearly 75 percent—the lowest it's been since 2007. http://t.co/3LCue7Fe7s",Obama
1434,Add your name to the thousands of people asking Congress to stand up and #DoSomething about gun violence: http://t.co/S2Y1Mk6iWK,Obama
1435,LIVE: President Obama is speaking at a celebration of Hispanic Heritage Month. http://t.co/E1PA8AZUDS,Obama
1436,Tune in at 4:45 p.m. ET to watch President Obama speak at an event celebrating Hispanic Heritage Month. http://t.co/GXwTQgKqnG,Obama
1437,See where your representatives stand on the basic science of climate change: http://t.co/ElYb0YIG73 #ActOnClimate,Obama
1438,Climate change denial is at a record low—just not in Congress. Read more: http://t.co/0sVnLm05NQ #ActOnClimate,Obama
1439,Make your sweet tooth happy—it's #NationalDessertDay. http://t.co/L7GnDIUO3c,Obama
1440,Hundreds of organizers recently gathered in New Mexico to celebrate progress on health care reform. Read more: http://t.co/k89X7zL294,Obama
1441,Another reason why it's so important to #ActOnClimate: http://t.co/XsCMTXEWdT,Obama
1442,Read why @GovEdRendell thinks #TPP will be good for manufacturing and boost products #MadeInAmerica: http://t.co/qJJO4ShVUs,Obama
1443,Former Washington Governor Christine Gregoire on why the #TPP will help protect the environment: http://t.co/o6zeYoOKFp,Obama
